Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,log_return
2024-12-03 00:00:00-05:00,591.2439870884159,591.9984465923378,590.2151351783115,591.7534790039062,26906600,0.0,0.0,0.0,0.0004636315493637966
2024-12-04 00:00:00-05:00,593.438872844782,595.6729460981672,592.7725681970518,595.427978515625,42787600,0.0,0.0,0.0,0.006190311046931463
2024-12-05 00:00:00-05:00,595.4279293312596,596.231430112411,594.095320145877,594.4480590820312,28762200,0.0,0.0,0.0,-0.0016470953682024003
2024-12-06 00:00:00-05:00,595.212464951605,596.8096584526629,594.800936138575,595.5750122070312,31241500,0.0,0.0,0.0,0.0018940027115066371
2024-12-09 00:00:00-05:00,595.457476264727,595.6240374954255,591.9201582931329,592.508056640625,34742700,0.0,0.0,0.0,-0.005162875323061478
2024-12-10 00:00:00-05:00,593.184106485161,593.6054435570935,590.0093361336401,590.6658325195312,37234500,0.0,0.0,0.0,-0.0031140403395983896
2024-12-11 00:00:00-05:00,593.5859415432025,596.1825623151827,593.3115491139272,595.2321166992188,28677700,0.0,0.0,0.0,0.00770101128828049
2024-12-12 00:00:00-05:00,594.3698085144841,594.9380902901107,592.1651000976562,592.1651000976562,31543800,0.0,0.0,0.0,-0.005165960268392666
2024-12-13 00:00:00-05:00,594.1934038090473,594.9086900260288,590.6756429397628,592.0474853515625,35904700,0.0,0.0,0.0,-0.00019863789310381463
2024-12-16 00:00:00-05:00,593.8014854078001,595.5456834945226,593.0274092921627,594.5755615234375,43695200,0.0,0.0,0.0,0.0042609656090446535
2024-12-17 00:00:00-05:00,592.0278303510687,592.9880840930309,590.7540109408761,592.1257934570312,55773500,0.0,0.0,0.0,-0.004128707759649686
2024-12-18 00:00:00-05:00,591.822113059209,594.2031909866316,574.0962907751041,574.4784545898438,108248700,0.0,0.0,0.0,-0.030256507563296786
2024-12-19 00:00:00-05:00,579.456129686489,581.0631314525076,574.057034359764,574.302001953125,85919500,0.0,0.0,0.0,-0.0003071999303285722
2024-12-20 00:00:00-05:00,571.9778279294948,585.7225012446567,571.132257605004,581.199951171875,125716700,1.966,0.0,0.0,0.011939453918031084
2024-12-23 00:00:00-05:00,580.9442707021165,585.2800160502417,577.7685966184363,584.6802978515625,57635800,0.0,0.0,0.0,0.005970350764072485
2024-12-24 00:00:00-05:00,586.0272849416975,591.2184422848073,585.4471892507113,591.1790771484375,33160100,0.0,0.0,0.0,0.011053780080501951
2024-12-26 00:00:00-05:00,589.4093887705021,592.3392110668057,588.0133066034633,591.2184448242188,41219100,0.0,0.0,0.0,6.658957764127393e-05
2024-12-27 00:00:00-05:00,587.4823797773107,587.7183905820746,580.8165297326684,584.9949951171875,64969300,0.0,0.0,0.0,-0.010582276265711954
2024-12-30 00:00:00-05:00,577.9948115421023,581.7799853973963,574.5733451400716,578.3192138671875,56578800,0.0,0.0,0.0,-0.011477302487702623
2024-12-31 00:00:00-05:00,579.9808236627084,580.698577374324,574.5832389413312,576.21533203125,57052700,0.0,0.0,0.0,-0.003644558185285973
2025-01-02 00:00:00-05:00,579.4695486945864,581.180251846637,570.7291685588775,574.7994995117188,50204000,0.0,0.0,0.0,-0.0024601476798054023
2025-01-03 00:00:00-05:00,577.6408633877121,582.6254735449975,576.5593423217554,581.9864501953125,37888500,0.0,0.0,0.0,0.012425882521837295
2025-01-06 00:00:00-05:00,586.2337058999022,589.6059655334043,583.6086036715416,585.3389892578125,47679400,0.0,0.0,0.0,0.005743982212337961
2025-01-07 00:00:00-05:00,587.3643786767495,587.6888410122485,576.903513754268,578.7223510742188,60393100,0.0,0.0,0.0,-0.01136831748402134
2025-01-08 00:00:00-05:00,578.7912506935644,580.6396120913392,575.3501612839806,579.5679321289062,47304700,0.0,0.0,0.0,0.0014600505886361859
2025-01-10 00:00:00-05:00,576.0185903209236,576.0874192959229,568.8119506064235,570.7192993164062,73105000,0.0,0.0,0.0,-0.015385387434853293
2025-01-13 00:00:00-05:00,566.0788468496604,571.9581742427216,565.6658729466735,571.604248046875,47910100,0.0,0.0,0.0,0.001549383989404518
2025-01-14 00:00:00-05:00,574.5242054496483,575.1534475548353,568.6153544470202,572.3907470703125,48420600,0.0,0.0,0.0,0.0013750045248617226
2025-01-15 00:00:00-05:00,580.3937160773642,583.9429389739179,579.2827311805529,582.802490234375,56900200,0.0,0.0,0.0,0.01802646478633463
2025-01-16 00:00:00-05:00,584.1690862304802,584.34604932179,580.9836305712422,581.6817016601562,43319700,0.0,0.0,0.0,-0.00192495343106458
2025-01-17 00:00:00-05:00,586.9122299431212,589.27179809953,585.5849165977943,587.5217895507812,58070600,0.0,0.0,0.0,0.009989940166919453
2025-01-21 00:00:00-05:00,590.5596519481012,592.9094384516549,588.5933154613438,592.8995971679688,42532900,0.0,0.0,0.0,0.009111737358868055
2025-01-22 00:00:00-05:00,595.7213992287225,597.5894432517595,595.1708273073808,596.232666015625,48196000,0.0,0.0,0.0,0.005605898821563038
2025-01-23 00:00:00-05:00,595.6032899728609,599.48681640625,595.3280340779654,599.48681640625,41152100,0.0,0.0,0.0,0.00544301313564155
2025-01-24 00:00:00-05:00,599.54587252364,600.4995770008244,596.5865262707722,597.73681640625,34604700,0.0,0.0,0.0,-0.0029234325123494997
2025-01-27 00:00:00-05:00,584.7983708814467,589.5962372876534,584.6312490621345,589.2816162109375,70361100,0.0,0.0,0.0,-0.0142463553507719
2025-01-28 00:00:00-05:00,590.5105293609671,595.1805787054238,587.1972570477369,594.3449096679688,44433300,0.0,0.0,0.0,0.008555611473282987
2025-01-29 00:00:00-05:00,593.5583671362218,593.9614997638901,589.1341095636221,591.6805419921875,37177400,0.0,0.0,0.0,-0.004492942633025798
2025-01-30 00:00:00-05:00,593.7943006280343,596.389819126707,590.6087851839717,594.8560791015625,39281300,0.0,0.0,0.0,0.005352628203258547
2025-01-31 00:00:00-05:00,597.2747575383468,599.6933732210748,590.9333098394596,591.6903686523438,66566900,0.0,0.0,0.0,-0.0053360202909491505
2025-02-03 00:00:00-05:00,582.694241567132,590.1859779526204,580.5509422345103,587.7084350585938,65857200,0.0,0.0,0.0,-0.00675250595700394
2025-02-04 00:00:00-05:00,587.767535135661,592.1622687341741,587.2268045597665,591.6510620117188,33457800,0.0,0.0,0.0,0.006686072652766661
2025-02-05 00:00:00-05:00,590.5302274178379,594.1974260072697,588.5049031019603,594.0499267578125,30653100,0.0,0.0,0.0,0.0040463287824170635
2025-02-06 00:00:00-05:00,595.7902226770135,596.2425017541303,592.4867911796968,596.1146850585938,35771500,0.0,0.0,0.0,0.0034697055377472807
2025-02-07 00:00:00-05:00,596.6750666805723,597.8941858585465,589.9501686239648,590.6580810546875,50788500,0.0,0.0,0.0,-0.009195766218253354
2025-02-10 00:00:00-05:00,593.8631663388722,595.3083949100401,592.5948408497425,594.6693115234375,26048700,0.0,0.0,0.0,0.006768165160238482
2025-02-11 00:00:00-05:00,592.407967252875,595.6622514865878,592.2899918734154,595.1215209960938,30056700,0.0,0.0,0.0,0.0007601495692712845
2025-02-12 00:00:00-05:00,589.1145136580423,594.3744405625547,588.4361250659014,593.2044677734375,45076100,0.0,0.0,0.0,-0.0032264797771732745
2025-02-13 00:00:00-05:00,594.3055297285264,599.6736500230521,593.0471055616473,599.4671630859375,40921300,0.0,0.0,0.0,0.01050205724930997
2025-02-14 00:00:00-05:00,599.6735728207366,600.7058873577524,598.8182213465388,599.4376220703125,26910400,0.0,0.0,0.0,-4.928000287751644e-05
2025-02-18 00:00:00-05:00,600.5979135172886,601.1976318359375,598.1399925315113,601.1976318359375,26749000,0.0,0.0,0.0,0.0029317996794979706
2025-02-19 00:00:00-05:00,599.8113366176324,602.908280775238,599.3000698962699,602.6133422851562,31011100,0.0,0.0,0.0,0.0023520488387482885
