expiry,T,days_to_expiry,cp,strike,price,spread,price_source,quote_age_days,volume,openInterest,spot,quoted_spot,forward,discount,r,q,fwd_method,n_parity_pairs,log_moneyness,std_moneyness,iv,contractSymbol,snapshot_utc,model_price,price_error,model_iv,iv_error
2026-08-24,0.01643835616438356,6,C,754.0,17.615000000000002,0.4700000000000024,mid,4.668483331377315,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.02227755236577071,-1.6796299588335275,0.1362949126502631,XSP260824C00754000,2026-08-18T08:43:39+00:00,17.616056599558647,0.0010565995586446775,0.1363559922472535,6.107959699039323e-05
2026-08-24,0.01643835616438356,6,C,755.0,16.9,0.8000000000000007,mid,1.8658675906365738,5.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.020952171124702115,-1.579702013302346,0.14509337306979853,XSP260824C00755000,2026-08-18T08:43:39+00:00,16.72315026674471,-0.1768497332552883,0.1361829979318672,-0.008910375137931331
2026-08-24,0.01643835616438356,6,C,756.0,15.81,0.3000000000000007,mid,1.8658675906365738,5.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.01962854419419374,-1.479906335110308,0.13432972957928127,XSP260824C00756000,2026-08-18T08:43:39+00:00,15.844736442829685,0.03473644282968458,0.1360200880702711,0.001690358490989835
2026-08-24,0.01643835616438356,6,C,757.0,14.895,0.28999999999999915,mid,1.6392587943402777,2.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.018306666936277995,-1.3802425745749534,0.13192473902852242,XSP260824C00757000,2026-08-18T08:43:39+00:00,14.982190860651144,0.08719086065114467,0.1358675106441835,0.003942771615661089
2026-08-24,0.01643835616438356,6,C,758.0,13.99,0.28000000000000114,mid,1.7461453684143518,3.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.01698653473135515,-1.2807103833986782,0.12953214432277974,XSP260824C00758000,2026-08-18T08:43:39+00:00,14.136921103864552,0.14692110386455148,0.13572550356753604,0.006193359244756308
2026-08-24,0.01643835616438356,6,C,759.0,13.105,0.2699999999999996,mid,1.6376615721180554,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.015668142978096804,-1.1813094146614571,0.12750697093673075,XSP260824C00759000,2026-08-18T08:43:39+00:00,13.310351479470796,0.2053514794707958,0.13559429294834158,0.008087322011610831
2026-08-24,0.01643835616438356,6,C,760.0,12.23,0.2599999999999998,mid,4.668483331377315,6.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.014351487093350001,-1.0820393228136138,0.12535219677809234,XSP260824C00760000,2026-08-18T08:43:39+00:00,12.503906086209781,0.27390608620978085,0.13547409133396413,0.010121894555871785
2026-08-24,0.01643835616438356,6,C,761.0,11.375,0.25,mid,1.7440736091550924,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.013036562512040962,-0.9828997636685629,0.12339459296282587,XSP260824C00761000,2026-08-18T08:43:39+00:00,11.718990367996525,0.3439903679965255,0.13536509595942464,0.01197050299659877
2026-08-24,0.01643835616438356,6,C,762.0,10.525,0.23000000000000043,mid,1.6376615721180554,2.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.011723364687080446,-0.8838903943956743,0.12103699768472392,XSP260824C00762000,2026-08-18T08:43:39+00:00,10.956971524412324,0.4319715244123241,0.13526748703141991,0.01423048934669599
2026-08-24,0.01643835616438356,6,C,764.0,8.89,0.20000000000000107,mid,14.912314349895833,,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.009102131207206298,-0.686260860881086,0.11666160092598783,XSP260824C00764000,2026-08-18T08:43:39+00:00,9.506780136185625,0.6167801361856249,0.13510705439437767,0.01844545346838984
2026-08-24,0.01643835616438356,6,C,765.0,8.114999999999998,0.16999999999999993,mid,1.7317356461921294,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.0077940865471909865,-0.5876400176941272,0.11478607293707947,XSP260824C00765000,2026-08-18T08:43:39+00:00,8.820967813198536,0.7059678131985372,0.13504449161158372,0.020258418674504244
2026-08-24,0.01643835616438356,6,C,766.0,7.35,0.16000000000000014,mid,4.6509601832291665,,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.0064877506331354464,-0.48914800647483475,0.11248550197485523,XSP260824C00766000,2026-08-18T08:43:39+00:00,8.162733534186884,0.8127335341868847,0.13499383443000426,0.022508332455149035
2026-08-24,0.01643835616438356,6,C,767.0,6.640000000000001,0.05999999999999961,mid,1.7218745350810183,2.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.005183119006470594,-0.39078449106661073,0.11096512963936339,XSP260824C00767000,2026-08-18T08:43:39+00:00,7.532953650596596,0.8929536505965956,0.13495515552997928,0.023990025890615885
2026-08-24,0.01643835616438356,6,C,768.0,5.945,0.04999999999999982,mid,1.6653120350810184,2.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.003880187226054648,-0.2925491366268,0.10903340791729099,XSP260824C00768000,2026-08-18T08:43:39+00:00,6.932353003035757,0.9873530030357571,0.1349285026995455,0.02589509478225452
2026-08-24,0.01643835616438356,6,C,769.0,5.279999999999999,0.040000000000000036,mid,1.8479046276736109,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.002578950868082763,-0.19444160961987633,0.10704931695289248,XSP260824C00769000,2026-08-18T08:43:39+00:00,6.3614918988834575,1.081491898883458,0.1349138981918787,0.027864581238986233
2026-08-24,0.01643835616438356,6,C,770.0,4.645,0.04999999999999982,mid,1.6653120350810184,15.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,-0.0012794055259972383,-0.09646157781067279,0.10495363329031344,XSP260824C00770000,2026-08-18T08:43:39+00:00,5.820756072198492,1.1757560721984923,0.13491133833508895,0.029957705044775504
2026-08-24,0.01643835616438356,6,C,771.0,4.07,0.040000000000000036,mid,1.8401384239699072,12.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,1.8453189602795264e-05,0.0013912897424275903,0.10344861197364046,XSP260824C00771000,2026-08-18T08:43:39+00:00,5.310349949909323,1.240349949909323,0.1349207934062561,0.03147218143261564
2026-08-24,0.01643835616438356,6,C,772.0,3.53,0.040000000000000036,mid,1.1375111091550927,1.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.0013146296510493313,0.09911732269412318,0.10184410154641217,XSP260824C00772000,2026-08-18T08:43:39+00:00,4.830293435825411,1.3002934358254108,0.13494220777232774,0.033098106225915566
2026-08-24,0.01643835616438356,6,C,773.0,3.02,0.040000000000000036,mid,1.6479624980439813,24.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.002609128213695199,0.19671684941895773,0.09996840216133851,XSP260824C00773000,2026-08-18T08:43:39+00:00,4.38042230143958,1.3604223014395802,0.13497550029840272,0.03500709813706421
2026-08-24,0.01643835616438356,6,C,774.0,2.57,0.040000000000000036,mid,1.2230782387847223,41.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.00390195321600043,0.2941901970178319,0.09856365667645217,XSP260824C00774000,2026-08-18T08:43:39+00:00,3.9603921462680773,1.3903921462680775,0.13502056501370013,0.03645690833724796
2026-08-24,0.01643835616438356,6,C,775.0,2.16,0.040000000000000036,mid,1.1562495350810185,43.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.005193108979620165,0.3915376913246311,0.0971011900488213,XSP260824C00775000,2026-08-18T08:43:39+00:00,3.5696857672663214,1.4096857672663212,0.1350772720202581,0.0379760819714368
2026-08-24,0.01643835616438356,6,C,776.0,1.8,0.040000000000000036,mid,1.6427078684143517,27.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.006482599809491996,0.48875965691281104,0.09586006929579093,XSP260824C00776000,2026-08-18T08:43:39+00:00,3.2076236630686026,1.4076236630686025,0.13514546862154572,0.0392853993257548
2026-08-24,0.01643835616438356,6,C,777.0,1.49,0.040000000000000036,mid,1.213182405451389,7.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.007770429993920763,0.5858564171017902,0.0948969733098079,XSP260824C00777000,2026-08-18T08:43:39+00:00,2.873377300051885,1.3833773000518852,0.13522498064594377,0.04032800733613587
2026-08-24,0.01643835616438356,6,C,778.0,1.21,0.040000000000000036,mid,1.221643053599537,45.0,0.0,770.3342101802784,778.5800170898438,770.985772722086,0.9994034163914924,0.03630299948180265,-0.015129180849365924,parity (robust forward),44,0.00905660380466478,0.6828282939634518,0.09364846842595528,XSP260824C00778000,2026-08-18T08:43:39+00:00,2.565984688055039,1.355984688055039,0.13531561393739772,0.04166714551144243
